a,b,seed,weather,arena,style_a,style_b,winner,ticks,reason,hp_a,hp_b,control_a,control_b,overflow
0,3,6059,2,1,3,0,0,1486,1,37,0,110,2,0
3,0,6059,2,1,0,3,0,1535,1,22,0,40,102,0
0,3,6060,0,2,3,0,0,1567,1,27,0,120,25,0
3,0,6060,0,2,0,3,1,1155,1,0,46,0,78,0
0,3,6061,1,2,3,0,0,960,1,28,0,96,63,0
3,0,6061,1,2,0,3,0,1110,1,5,0,54,132,0
0,3,6062,2,2,3,0,0,900,1,9,0,104,26,0
3,0,6062,2,2,0,3,0,875,1,22,0,0,82,0
0,3,6063,0,3,3,0,0,600,1,50,0,37,0,0
3,0,6063,0,3,0,3,1,600,1,0,50,0,37,0
0,3,6064,1,3,3,0,0,901,1,49,0,248,3,0
3,0,6064,1,3,0,3,0,827,1,77,0,122,0,0
0,3,6065,2,3,3,0,1,1153,1,0,18,119,106,0
3,0,6065,2,3,0,3,0,1334,1,6,0,116,266,0
0,3,6066,0,4,3,0,0,943,1,61,0,160,151,0
3,0,6066,0,4,0,3,1,943,1,0,61,151,160,0
0,3,6067,1,4,3,0,0,934,1,80,0,87,2,0
3,0,6067,1,4,0,3,1,593,1,0,7,12,122,0
0,3,6068,2,4,3,0,0,2700,3,101,77,92,0,0
3,0,6068,2,4,0,3,1,862,1,0,29,122,120,0
0,3,6069,0,5,3,0,0,2310,1,47,0,276,439,0
3,0,6069,0,5,0,3,0,2045,2,36,102,600,295,0
0,3,6070,1,5,3,0,0,1251,1,87,0,456,52,0
3,0,6070,1,5,0,3,1,1246,1,0,86,142,490,0
0,3,6071,2,5,3,0,0,1239,1,57,0,299,1,0
3,0,6071,2,5,0,3,1,1312,1,0,93,99,271,0
0,4,6000,0,0,0,1,0,658,1,62,0,55,81,0
