a,b,seed,weather,arena,style_a,style_b,winner,ticks,reason,hp_a,hp_b,control_a,control_b,overflow
5,0,2027,0,0,0,3,1,930,1,0,7,2,142,0
0,5,2028,1,0,3,0,1,1363,1,0,8,166,28,0
5,0,2028,1,0,0,3,1,986,1,0,82,0,321,0
0,5,2029,2,0,3,0,1,619,1,0,23,159,0,0
5,0,2029,2,0,0,3,0,1036,1,37,0,0,177,0
0,5,2030,0,1,3,0,0,810,1,32,0,148,41,0
5,0,2030,0,1,0,3,1,810,1,0,32,41,148,0
0,5,2031,1,1,3,0,0,676,1,16,0,60,0,0
5,0,2031,1,1,0,3,1,630,1,0,17,81,75,0
0,5,2032,2,1,3,0,0,943,1,23,0,180,44,0
5,0,2032,2,1,0,3,0,838,1,45,0,62,74,0
0,5,2033,0,2,3,0,0,667,1,10,0,118,0,0
5,0,2033,0,2,0,3,1,1020,1,0,25,0,154,0
0,5,2034,1,2,3,0,0,716,1,85,0,98,0,0
5,0,2034,1,2,0,3,1,961,1,0,25,0,174,0
0,5,2035,2,2,3,0,1,1081,1,0,16,257,16,0
5,0,2035,2,2,0,3,0,1038,1,44,0,0,284,0
0,6,2000,0,0,0,1,1,1189,1,0,50,81,170,0
6,0,2000,0,0,1,0,0,834,1,39,0,3,0,0
0,6,2001,1,0,0,1,0,1192,1,44,0,48,107,0
6,0,2001,1,0,1,0,0,843,1,1,0,48,0,0
0,6,2002,2,0,0,1,1,604,1,0,38,118,67,0
6,0,2002,2,0,1,0,1,925,1,0,19,51,22,0
0,6,2003,0,1,0,1,0,1122,1,35,0,0,15,0
6,0,2003,0,1,1,0,1,1122,1,0,35,15,0,0
0,6,2004,1,1,0,1,1,664,1,0,80,0,44,0
6,0,2004,1,1,1,0,1,907,1,0,38,12,0,0
0,6,2005,2,1,0,1,1,991,1,0,54,78,97,0
6,0,2005,2,1,1,0,0,751,1,57,0,1,0,0
0,6,2006,0,2,0,1,0,548,1,46,0,37,32,0
6,0,2006,0,2,1,0,1,812,1,0,36,30,51,0
0,6,2007,1,2,0,1,1,975,1,0,4,80,52,0
6,0,2007,1,2,1,0,0,1576,1,4,0,102,122,0
0,6,2008,2,2,0,1,0,714,1,5,0,26,14,0
6,0,2008,2,2,1,0,0,948,1,7,0,18,68,0
0,6,2009,0,0,1,2,1,688,1,0,49,123,63,0
6,0,2009,0,0,2,1,0,688,1,49,0,63,123,0
0,6,2010,1,0,1,2,1,655,1,0,56,209,57,0
6,0,2010,1,0,2,1,0,946,1,7,0,169,354,0
0,6,2011,2,0,1,2,1,706,1,0,94,97,58,0
6,0,2011,2,0,2,1,0,476,1,104,0,235,0,0
