case,species,opponent,arena,weather,seed,seat,style,score,ticks,reason,own_hp,enemy_hp,casts,energy_spent,overflow,personality,decisions,distance,objective_distance,mean_energy,stationary_fraction,retreat_fraction,low_hp_decisions,low_hp_retreats,casts_1,casts_2,casts_3,casts_4,casts_5,damage,damage_taken,healed,shielded,control,model_checksum,opponent_checksum
51,11,35,4,0,2150000051,1,0,1,2338,1,55,0,34,6080,0,STEADY,780,3.12144,4.62474,0.146237,0.146154,0.0653846,0,0,16,10,0,6,2,110,89,27,10,0,e617ab48,0
52,12,36,5,0,2150000052,0,1,1,607,1,59,0,12,2200,0,STEADY,203,4.3959,3.84257,0.424626,0.320197,0.103448,0,0,5,2,2,1,2,93,52,0,0,131,e617ab48,0
52,12,36,5,0,2150000052,1,1,1,778,1,7,0,16,2629,0,STEADY,260,3.61459,2.50285,0.213954,0.380769,0.211538,83,33,9,1,3,2,1,93,104,0,0,234,e617ab48,0
53,13,37,0,0,2150000053,0,2,0,1192,1,0,65,19,3411,0,STEADY,398,4.59298,3.54636,0.148425,0.298995,0.236181,138,5,16,1,1,0,1,85,104,0,0,328,e617ab48,0
53,13,37,0,0,2150000053,1,2,1,1027,1,49,0,19,3369,0,STEADY,343,4.25558,3.20451,0.160484,0.227405,0.107872,0,0,16,0,1,0,2,150,55,0,0,188,e617ab48,0
54,14,38,1,0,2150000054,0,3,1,535,1,76,0,13,1840,0,STEADY,179,2.20076,2.1659,0.240939,0.027933,0.106145,0,0,5,5,1,1,1,104,37,0,0,24,e617ab48,0
54,14,38,1,0,2150000054,1,3,1,846,1,113,0,16,2275,0,STEADY,282,1.82656,1.92549,0.181273,0.0212766,0.12766,0,0,4,9,1,1,1,104,0,0,0,0,e617ab48,0
55,15,39,2,0,2150000055,0,0,0,1909,1,0,42,17,3307,0,STEADY,637,2.53396,5.43105,0.102642,0.163265,0.0298273,273,7,2,12,0,2,1,72,118,0,15,74,e617ab48,0
55,15,39,2,0,2150000055,1,0,0,2700,3,40,50,19,4019,0,STEADY,900,2.36271,3.76908,0.09498,0.107778,0.00777778,24,0,6,11,0,1,1,64,78,0,0,48,e617ab48,0
56,16,0,3,0,2150000056,0,1,0,879,1,0,87,14,2638,0,STEADY,293,4.02604,2.30505,0.189809,0.112628,0.382253,111,59,11,3,0,0,0,26,115,0,0,237,e617ab48,0
56,16,0,3,0,2150000056,1,1,1,823,1,23,0,15,2796,0,STEADY,275,2.96444,5.48963,0.190931,0.0727273,0.0472727,95,11,12,3,0,0,0,113,92,0,0,0,e617ab48,0
57,17,1,4,0,2150000057,0,2,0,526,1,0,57,9,1601,0,STEADY,176,3.11985,5.78209,0.407358,0.1875,0.193182,29,12,3,2,0,2,2,83,108,12,0,9,e617ab48,0
57,17,1,4,0,2150000057,1,2,1,517,1,39,0,11,1936,0,STEADY,173,3.25885,1.66026,0.395098,0.473988,0.202312,17,9,4,3,0,4,0,136,65,18,0,103,e617ab48,0
58,18,2,5,0,2150000058,0,3,1,2700,3,58,24,37,5064,0,STEADY,900,1.87167,2.24831,0.108582,0.0311111,0.132222,0,0,35,2,0,0,0,70,71,0,0,240,e617ab48,0
58,18,2,5,0,2150000058,1,3,1,2508,1,44,0,33,4825,0,STEADY,836,2.01978,2.79832,0.12089,0.0657895,0.0909091,91,7,29,4,0,0,0,94,85,0,0,290,e617ab48,0
59,19,3,0,0,2150000059,0,0,0,1176,1,0,22,15,2854,0,STEADY,392,3.26915,2.35826,0.174778,0.173469,0.244898,123,34,13,1,0,1,0,75,132,0,6,186,e617ab48,0
59,19,3,0,0,2150000059,1,0,0,1364,1,0,28,19,3452,0,STEADY,455,3.28045,3.021,0.160029,0.248352,0.241758,226,25,17,0,0,1,1,75,132,0,22,186,e617ab48,0
60,20,4,1,0,2150000060,0,1,0,901,1,0,51,15,2917,0,STEADY,301,4.48275,2.68505,0.213635,0.368771,0.282392,110,38,11,1,1,1,1,85,102,0,9,153,e617ab48,0
60,20,4,1,0,2150000060,1,1,1,1591,1,2,0,24,4317,0,STEADY,531,4.00833,1.96444,0.136169,0.335217,0.397363,61,27,22,1,0,1,0,123,100,0,0,354,e617ab48,0
61,21,5,2,0,2150000061,0,2,1,1486,1,82,0,18,2910,0,STEADY,496,2.83086,5.30659,0.143298,0.0141129,0.243952,0,0,5,11,1,0,1,141,42,0,0,119,e617ab48,0
61,21,5,2,0,2150000061,1,2,1,1258,1,88,0,21,3054,0,STEADY,420,2.99392,2.63234,0.129612,0.0166667,0.314286,0,0,6,13,1,0,1,141,36,0,0,199,e617ab48,0
62,22,6,3,0,2150000062,0,3,0,1974,1,0,33,24,5575,0,STEADY,658,2.53323,1.76282,0.150208,0.18997,0.0896657,268,34,3,7,6,0,8,98,175,0,75,7,e617ab48,0
62,22,6,3,0,2150000062,1,3,0,1453,1,0,66,19,4408,0,STEADY,485,2.71673,1.83105,0.15972,0.193814,0.113402,155,18,4,5,5,1,4,65,175,0,35,27,e617ab48,0
63,23,7,4,0,2150000063,0,0,1,301,1,50,0,8,1360,0,STEADY,101,3.12383,2.18759,0.468693,0.19802,0.0792079,0,0,2,4,1,0,1,100,72,17,0,15,e617ab48,0
63,23,7,4,0,2150000063,1,0,0,613,1,0,31,8,1494,0,STEADY,205,2.74036,3.86716,0.25261,0.0878049,0.0487805,27,2,3,3,1,0,1,69,114,9,0,56,e617ab48,0
