a,b,seed,weather,arena,style_a,style_b,winner,ticks,reason,hp_a,hp_b,control_a,control_b,overflow
0,6,2007,1,2,0,1,0,779,1,55,0,80,36,0
6,0,2007,1,2,1,0,1,720,1,0,31,37,73,0
0,6,2008,2,2,0,1,1,705,1,0,110,9,30,0
6,0,2008,2,2,1,0,1,826,1,0,65,18,0,0
0,6,2009,0,0,1,2,1,758,1,0,38,0,41,0
6,0,2009,0,0,2,1,0,1041,1,53,0,31,130,0
0,6,2010,1,0,1,2,1,867,1,0,8,91,39,0
6,0,2010,1,0,2,1,0,826,1,101,0,44,97,0
0,6,2011,2,0,1,2,1,1164,1,0,54,106,64,0
6,0,2011,2,0,2,1,0,613,1,72,0,68,122,0
0,6,2012,0,1,1,2,0,1294,1,15,0,420,273,0
6,0,2012,0,1,2,1,0,1114,1,4,0,131,121,0
0,6,2013,1,1,1,2,1,694,1,0,105,175,84,0
6,0,2013,1,1,2,1,0,1413,1,51,0,123,151,0
0,6,2014,2,1,1,2,1,1870,1,0,37,216,359,0
6,0,2014,2,1,2,1,0,1594,1,54,0,182,270,0
0,6,2015,0,2,1,2,0,723,1,69,0,111,26,0
6,0,2015,0,2,2,1,1,840,1,0,7,0,95,0
0,6,2016,1,2,1,2,1,1002,1,0,18,0,71,0
6,0,2016,1,2,2,1,1,1320,1,0,17,163,133,0
0,6,2017,2,2,1,2,1,1111,1,0,8,128,89,0
6,0,2017,2,2,2,1,0,1383,1,6,0,78,122,0
0,6,2018,0,0,2,3,1,937,1,0,38,83,417,0
6,0,2018,0,0,3,2,1,851,1,0,13,388,0,0
0,6,2019,1,0,2,3,1,1077,2,7,4,0,600,0
6,0,2019,1,0,3,2,0,286,1,110,0,120,0,0
0,6,2020,2,0,2,3,1,718,1,0,27,0,564,0
6,0,2020,2,0,3,2,0,646,1,32,0,140,0,0
0,6,2021,0,1,2,3,0,505,1,85,0,0,366,0
6,0,2021,0,1,3,2,0,764,2,36,7,600,0,0
0,6,2022,1,1,2,3,0,710,1,29,0,0,335,0
6,0,2022,1,1,3,2,0,866,2,40,29,600,0,0
0,6,2023,2,1,2,3,1,857,2,19,54,0,600,0
6,0,2023,2,1,3,2,0,1004,2,80,33,600,0,0
0,6,2024,0,2,2,3,1,584,1,0,3,0,61,0
6,0,2024,0,2,3,2,0,409,1,32,0,0,61,0
0,6,2025,1,2,2,3,0,470,1,8,0,0,101,0
6,0,2025,1,2,3,2,0,609,1,43,0,159,42,0
0,6,2026,2,2,2,3,0,558,1,45,0,0,237,0
6,0,2026,2,2,3,2,0,497,1,74,0,194,0,0
0,6,2027,0,0,3,0,1,997,1,0,17,293,27,0
6,0,2027,0,0,0,3,1,1323,1,0,19,150,207,0
0,6,2028,1,0,3,0,1,979,1,0,9,190,4,0
6,0,2028,1,0,0,3,0,952,1,55,0,27,0,0
0,6,2029,2,0,3,0,1,1506,1,0,45,228,334,0
6,0,2029,2,0,0,3,0,574,1,92,0,16,117,0
0,6,2030,0,1,3,0,1,997,1,0,31,274,222,0
6,0,2030,0,1,0,3,1,900,1,0,15,165,167,0
0,6,2031,1,1,3,0,0,1230,1,7,0,0,258,0
6,0,2031,1,1,0,3,0,1219,1,9,0,334,169,0
0,6,2032,2,1,3,0,0,1203,1,27,0,171,101,0
6,0,2032,2,1,0,3,0,1093,1,12,0,106,38,0
0,6,2033,0,2,3,0,0,810,1,3,0,203,67,0
6,0,2033,0,2,0,3,1,697,1,0,5,50,96,0
0,6,2034,1,2,3,0,0,330,1,85,0,92,28,0
6,0,2034,1,2,0,3,0,846,1,79,0,149,210,0
0,6,2035,2,2,3,0,1,580,1,0,93,159,74,0
6,0,2035,2,2,0,3,0,878,1,38,0,91,191,0
0,7,2000,0,0,0,1,1,524,1,0,35,0,31,0
7,0,2000,0,0,1,0,0,431,1,24,0,48,8,0
0,7,2001,1,0,0,1,1,510,1,0,5,1,59,0
7,0,2001,1,0,1,0,1,409,1,0,39,50,29,0
0,7,2002,2,0,0,1,1,527,1,0,18,69,29,0
7,0,2002,2,0,1,0,0,382,1,68,0,39,0,0
0,7,2003,0,1,0,1,0,573,1,41,0,0,14,0
7,0,2003,0,1,1,0,1,573,1,0,41,14,0,0
0,7,2004,1,1,0,1,0,240,1,89,0,0,26,0
